,Mock_A,Mock_B,Mock_C,Mock_D,Time12_A,Time12_B,Time12_C,Time12_D,Time24_A,Time24_B,Time24_C,Time24_D,Time72_A,Time72_B,Time72_C,Time72_D
Ca_10808.1|Ca_LG_4:33959325-33963490|minus|,343,378,387,434,538,372,493,486,489,1023,494,341,124,199,197,14
Ca_10809.1|Ca_LG_4:33979345-33982933|plus|,4,13,2,0,0,0,0,0,8,0,0,0,0,0,0,0
Ca_10810.1|Ca_LG_4:33989410-33990455|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10811.1|Ca_LG_4:33994334-33995739|plus|,25,30,24,32,26,32,18,24,30,86,40,24,17,15,17,0
Ca_10812.1|Ca_LG_4:33997192-33999904|minus|,12,28,13,26,9,11,21,8,12,64,43,0,0,0,0,1
Ca_10813.1|Ca_LG_4:34032138-34037426|plus|,34,20,9,31,0,2,0,0,2,8,0,0,0,0,0,0
Ca_10814.1|Ca_LG_4:34078888-34086155|plus|,111,197,109,160,37,88,93,77,105,217,68,35,4,8,8,0
Ca_10815.1|Ca_LG_4:34078893-34081540|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10816.1|Ca_LG_4:34087663-34088546|minus|,84,77,103,85,133,160,112,119,154,411,228,58,1,1,33,0
Ca_10817.1|Ca_LG_4:34107383-34109475|minus|,1322,1012,773,6053,659,500,802,177,242,1658,492,14,30,1,24,1
Ca_10818.1|Ca_LG_4:34112534-34114335|minus|,3166,838,1365,2303,4,4,24,157,197,26,1,0,2,0,0,1
Ca_10819.1|Ca_LG_4:34159067-34159294|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10820.1|Ca_LG_4:34159893-34162304|plus|,17,11,10,11,2,0,3,0,1,5,2,0,0,0,1,0
Ca_10821.1|Ca_LG_4:34188573-34189688|plus|,106,216,87,128,136,140,173,101,148,340,154,40,13,12,21,0
Ca_10822.1|Ca_LG_4:34190450-34190786|plus|,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ca_10823.1|Ca_LG_4:34194340-34196382|minus|,109,104,119,164,267,231,300,254,270,493,257,172,149,185,201,12
Ca_10824.1|Ca_LG_4:34212789-34214384|plus|,3,2,1,0,0,0,0,0,0,2,0,0,0,3,0,0
Ca_10825.1|Ca_LG_4:34228819-34229118|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10826.1|Ca_LG_4:34242599-34244440|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10827.1|Ca_LG_4:34284513-34286441|plus|,719,835,522,689,171,127,325,192,311,870,270,101,49,92,29,4
Ca_10828.1|Ca_LG_4:34312613-34323789|plus|,301,367,303,378,222,252,274,234,254,578,253,142,57,60,93,15
Ca_10829.1|Ca_LG_4:34345756-34349540|minus|,76,856,8,191,0,0,0,11,45,12,0,0,0,0,0,0
Ca_10830.1|Ca_LG_4:34382676-34383031|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10831.1|Ca_LG_4:34386226-34390317|plus|,90,164,117,109,116,134,191,128,201,408,199,60,24,71,69,9
Ca_10832.1|Ca_LG_4:34391702-34395214|minus|,91,119,113,124,209,180,210,251,233,272,101,124,107,121,132,8
Ca_10833.1|Ca_LG_4:34408071-34409778|minus|,162,224,74,198,215,227,155,112,285,769,228,93,0,0,0,0
Ca_10834.1|Ca_LG_4:34414894-34415597|minus|,51,193,27,42,48,16,42,8,94,177,76,0,0,0,0,0
Ca_10835.1|Ca_LG_4:34430092-34439937|plus|,372,517,373,446,204,243,408,163,323,893,382,98,23,10,30,1
Ca_10836.1|Ca_LG_4:34441037-34445362|minus|,34,38,38,44,63,42,35,24,59,117,62,14,10,8,30,0
Ca_10837.1|Ca_LG_4:34457000-34457690|plus|,1,2,0,0,20,0,0,12,14,4,2,18,5,8,2,0
Ca_10838.1|Ca_LG_4:34474450-34476790|plus|,3270,4698,2799,1957,23357,18260,19673,19185,13170,50043,31434,3935,394,140,1050,7
Ca_10839.1|Ca_LG_4:34480581-34483172|plus|,1644,1109,1302,2180,2083,1371,2801,2267,1566,3659,1985,898,259,105,540,9
Ca_10840.1|Ca_LG_4:34486074-34487516|minus|,4,0,1,0,0,0,0,0,24,0,0,33,0,3,0,2
Ca_10841.1|Ca_LG_4:34493725-34495688|plus|,45,48,32,41,8,3,18,14,13,44,11,0,1,0,0,0
Ca_10842.1|Ca_LG_4:34501465-34504679|minus|,300,368,276,0,0,4,0,5,1497,0,2,780,0,414,0,31
Ca_10843.1|Ca_LG_4:34506657-34511439|minus|,31,51,41,54,38,31,42,34,36,100,55,9,0,0,16,0
Ca_10844.1|Ca_LG_4:34517830-34520516|plus|,18,44,6,14,71,82,31,64,35,75,32,38,0,4,2,0
Ca_10845.1|Ca_LG_4:34522141-34525968|minus|,457,925,383,533,636,721,1136,454,808,2293,1198,176,17,27,32,3
Ca_10846.1|Ca_LG_4:34544247-34544648|plus|,0,0,0,0,14,2,0,33,0,13,17,0,0,0,0,0
Ca_10847.1|Ca_LG_4:34547200-34547421|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10848.1|Ca_LG_4:34560059-34565320|minus|,91,173,50,112,315,360,239,296,197,511,214,175,6,27,21,1
Ca_10849.1|Ca_LG_4:34572888-34576068|plus|,0,135,0,857,312,240,363,170,0,1209,467,0,53,0,57,0
Ca_10850.1|Ca_LG_4:34588814-34589992|plus|,4,14,4,0,0,0,0,0,0,1,0,0,0,0,0,0
Ca_10851.1|Ca_LG_4:34593028-34608213|minus|,128,93,121,102,29,54,71,23,140,314,124,20,0,1,5,0
Ca_10852.1|Ca_LG_4:34612892-34614845|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10853.1|Ca_LG_4:34623588-34623845|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10854.1|Ca_LG_4:34633612-34637785|minus|,18,28,29,39,8,20,19,10,26,92,47,8,0,0,0,0
Ca_10855.1|Ca_LG_4:34662470-34696394|minus|,298,464,234,236,287,212,421,149,392,1135,570,76,1,2,9,0
Ca_10856.1|Ca_LG_4:34734799-34739837|plus|,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10857.1|Ca_LG_4:34751372-34758503|plus|,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Ca_10858.1|Ca_LG_4:34774392-34779121|plus|,362,620,342,516,601,575,666,384,811,2030,1117,355,34,18,43,0
Ca_10859.1|Ca_LG_4:34786634-34790218|plus|,1139,4976,604,980,22296,11609,28548,7299,12027,43866,29180,5812,7,10,10,14
Ca_10860.1|Ca_LG_4:34809043-34816054|minus|,241,342,148,199,38,68,150,15,251,863,301,24,0,0,4,0
Ca_10861.1|Ca_LG_4:34824780-34834679|minus|,9,20,17,13,65,123,115,86,228,305,175,165,27,47,16,3
Ca_10862.1|Ca_LG_4:34842861-34847092|plus|,411,425,337,374,1582,1288,1116,1348,1273,2661,1191,1076,235,352,251,24
Ca_10863.1|Ca_LG_4:34861259-34865394|plus|,390,309,465,402,2316,1449,1957,2540,1662,2480,1216,1245,463,760,833,51
Ca_10864.1|Ca_LG_4:34869327-34870312|minus|,15,28,17,20,18,33,48,30,44,113,72,9,7,4,2,0
Ca_10865.1|Ca_LG_4:34875757-34880882|plus|,255,276,159,372,5,19,21,8,31,77,32,0,10,10,3,0
Ca_10866.1|Ca_LG_4:34881213-34881689|minus|,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ca_10867.1|Ca_LG_4:34907474-34911709|minus|,1291,2135,1125,1369,3504,3053,3556,2059,2779,6320,4036,1201,181,207,339,35
Ca_10868.1|Ca_LG_4:34921593-34924767|plus|,60,159,67,79,180,205,283,172,184,545,268,114,32,29,24,0
Ca_10869.1|Ca_LG_4:34939391-34942127|plus|,104,114,61,171,3,2,3,0,7,9,5,2,0,0,0,0
Ca_10870.1|Ca_LG_4:34942666-34943318|minus|,0,0,0,1,6,2,0,2,4,2,0,0,0,0,2,0
Ca_10871.1|Ca_LG_4:34957657-34959601|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10872.1|Ca_LG_4:34999771-35004661|plus|,589,1076,507,610,1151,1315,1472,1063,1350,2571,1405,723,93,194,280,27
Ca_10873.1|Ca_LG_4:35011678-35017636|plus|,385,528,451,440,708,617,943,607,768,1946,972,332,144,221,178,19
Ca_10874.1|Ca_LG_4:35019728-35020231|minus|,24,10,10,19,18,21,39,8,15,52,6,0,0,0,0,0
Ca_10875.1|Ca_LG_4:35037171-35040777|minus|,62,55,34,42,28,46,34,14,22,113,67,10,8,20,11,3
Ca_10876.1|Ca_LG_4:35079887-35084466|plus|,203,160,151,0,0,0,0,0,129,0,0,35,0,33,0,1
Ca_10877.1|Ca_LG_4:35104310-35108825|minus|,208,159,189,180,26,42,107,19,69,193,56,10,0,3,0,0
Ca_10878.1|Ca_LG_4:35137534-35142771|minus|,60,56,46,41,55,53,91,34,95,233,74,29,15,15,20,2
Ca_10879.1|Ca_LG_4:35145282-35151532|minus|,0,0,0,0,0,4,0,0,4,6,5,0,0,0,0,0
Ca_10880.1|Ca_LG_4:35173690-35176315|minus|,7,18,11,15,5,4,11,2,9,35,15,2,0,0,0,0
Ca_10881.1|Ca_LG_4:35177624-35183482|plus|,19,17,15,7,2,1,5,0,7,18,17,0,0,0,1,0
Ca_10882.1|Ca_LG_4:35184369-35187464|plus|,689,552,540,642,205,282,440,111,488,1160,580,103,0,9,5,0
Ca_10883.1|Ca_LG_4:35188546-35189564|minus|,244,200,169,249,89,63,82,75,70,158,86,31,6,6,21,6
Ca_10884.1|Ca_LG_4:35192766-35199947|plus|,482,586,425,421,573,475,700,473,749,1596,810,262,64,82,146,3
Ca_10885.1|Ca_LG_4:35234860-35236096|plus|,10,9,3,15,0,3,1,0,3,1,0,1,0,2,0,0
Ca_10886.1|Ca_LG_4:35255551-35261859|plus|,353,482,215,407,535,482,644,450,520,1516,782,206,50,40,82,13
Ca_10887.1|Ca_LG_4:35263022-35265108|plus|,224,200,131,193,0,1,5,8,27,41,2,5,4,9,14,0
Ca_10888.1|Ca_LG_4:35286415-35287179|plus|,7,5,6,0,0,0,0,0,17,0,0,16,0,0,0,0
Ca_10889.1|Ca_LG_4:35296961-35299183|minus|,0,0,0,0,0,0,0,0,0,0,0,40,8,0,13,0
Ca_10890.1|Ca_LG_4:35334011-35338259|minus|,24,24,35,26,2,7,14,1,29,56,25,1,0,0,0,0
Ca_10891.1|Ca_LG_4:35465447-35473386|minus|,39,76,58,50,35,49,45,36,82,166,99,21,1,6,20,3
Ca_10892.1|Ca_LG_4:35495124-35495468|minus|,5,17,9,2,3,1,8,3,14,6,2,2,0,0,0,0
Ca_10893.1|Ca_LG_4:35503536-35504651|plus|,358,424,331,504,261,320,449,166,403,987,448,81,18,7,45,2
Ca_10894.1|Ca_LG_4:35521088-35527916|plus|,36,66,26,37,5,15,11,15,25,52,14,2,0,0,6,0
Ca_10894.2|Ca_LG_4:35521261-35527529|plus|,317,255,190,321,41,86,68,37,90,216,128,22,3,0,3,0
Ca_10895.1|Ca_LG_4:35529341-35531341|minus|,495,434,185,1038,858,617,201,650,93,317,240,427,0,0,0,0
Ca_10896.1|Ca_LG_4:35542375-35548811|minus|,164,426,127,146,127,192,311,86,322,857,400,22,8,3,11,0
Ca_10897.1|Ca_LG_4:35551236-35555779|minus|,23,91,13,60,8,6,7,8,29,24,25,3,0,0,0,0
Ca_10898.1|Ca_LG_4:35576492-35578703|minus|,0,4,0,0,0,0,0,0,1,13,0,1,0,0,0,0
Ca_10899.1|Ca_LG_4:35612763-35619300|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10900.1|Ca_LG_4:35623813-35625764|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10901.1|Ca_LG_4:35647933-35651537|minus|,224,187,233,148,1916,1954,1782,1942,2347,2899,1090,1644,52,405,144,16
Ca_10902.1|Ca_LG_4:35657910-35661276|minus|,19,34,16,19,20,33,37,7,57,194,61,13,2,0,2,0
Ca_10903.1|Ca_LG_4:35674426-35676740|minus|,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Ca_10904.1|Ca_LG_4:35726039-35732445|plus|,417,732,290,308,2089,1843,4331,1150,3901,7635,3889,1037,3,46,11,7
Ca_10905.1|Ca_LG_4:35735930-35739808|plus|,0,10,0,0,1,13,4,2,28,22,4,14,0,1,0,0
Ca_10906.1|Ca_LG_4:35767742-35772187|plus|,18,47,6,5,124,226,71,92,83,393,189,64,0,0,0,1
Ca_10907.1|Ca_LG_4:35787567-35790674|minus|,88,152,78,67,78,108,125,57,150,345,177,57,9,11,10,4
Ca_10908.1|Ca_LG_4:35795667-35799631|minus|,277,306,211,383,223,297,197,160,391,581,398,129,18,12,47,5
Ca_10909.1|Ca_LG_4:35852912-35854131|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10910.1|Ca_LG_4:35855167-35859880|minus|,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0
Ca_10911.1|Ca_LG_4:35883768-35885238|plus|,14,4,10,9,114,103,146,63,69,75,41,26,3,5,19,0
Ca_10912.1|Ca_LG_4:35901050-35902602|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10913.1|Ca_LG_4:35926712-35928897|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10914.1|Ca_LG_4:35933591-35934382|minus|,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10915.1|Ca_LG_4:35935872-35936102|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10916.1|Ca_LG_4:35942079-35947994|minus|,64,121,55,41,31,26,87,21,113,365,140,26,0,2,0,0
Ca_10917.1|Ca_LG_4:35953521-35954243|plus|,25,18,21,29,23,15,20,19,18,76,24,4,1,0,5,0
Ca_10918.1|Ca_LG_4:36013253-36021925|plus|,1,0,5,2,8,6,1,7,15,24,8,0,0,1,1,0
Ca_10919.1|Ca_LG_4:36027306-36031366|plus|,7,14,4,6,1,0,1,0,4,0,0,0,0,0,0,0
Ca_10920.1|Ca_LG_4:36038297-36041248|minus|,35,76,21,47,18,11,20,15,8,49,12,6,0,0,0,0
Ca_10921.1|Ca_LG_4:36070813-36073064|minus|,144,257,229,207,346,250,354,221,804,996,510,172,135,95,157,17
Ca_10922.1|Ca_LG_4:36081410-36107628|plus|,73,339,49,25,65,130,281,81,240,727,337,1,0,0,4,0
Ca_10923.1|Ca_LG_4:36133772-36136904|plus|,383,896,270,385,1411,1160,1690,994,904,2768,1299,405,68,87,76,8
Ca_10924.1|Ca_LG_4:36138431-36140365|minus|,61,63,41,61,36,96,24,29,135,439,170,32,5,7,10,0
Ca_10925.1|Ca_LG_4:36144929-36145405|plus|,16,15,7,12,69,57,36,45,28,84,46,19,8,19,8,0
Ca_10926.1|Ca_LG_4:36146207-36151156|minus|,6,22,7,8,2,0,3,4,0,3,0,0,0,0,0,0
Ca_10927.1|Ca_LG_4:36156333-36159824|plus|,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
Ca_10928.1|Ca_LG_4:36169698-36173720|plus|,5,17,9,11,17,8,21,12,12,17,6,4,2,2,6,0
Ca_10929.1|Ca_LG_4:36187952-36189067|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10930.1|Ca_LG_4:36195014-36199285|minus|,3,3,8,1,0,1,4,1,4,2,5,0,1,0,2,0
Ca_10931.1|Ca_LG_4:36200069-36202938|minus|,607,1036,406,886,309,223,305,217,294,769,350,72,7,2,14,0
Ca_10932.1|Ca_LG_4:36228282-36235550|minus|,398,818,330,315,734,649,1140,532,1018,2662,1256,279,36,46,61,11
Ca_10933.1|Ca_LG_4:36246363-36248176|minus|,69,81,49,43,50,58,121,31,110,261,114,12,8,2,8,0
Ca_10934.1|Ca_LG_4:36272800-36282843|plus|,55,70,64,18,17,16,37,7,77,74,36,13,0,4,3,0
Ca_10935.1|Ca_LG_4:36283017-36291449|plus|,15,6,5,5,4,5,6,14,16,35,16,5,2,1,0,0
Ca_10936.1|Ca_LG_4:36296406-36296693|minus|,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0
Ca_10937.1|Ca_LG_4:36357720-36365559|plus|,286,311,302,303,1141,891,1203,1099,1405,1908,1015,695,411,790,521,76
Ca_10938.1|Ca_LG_4:36390444-36394252|plus|,131,475,64,146,105,145,104,48,117,343,222,57,2,0,7,0
Ca_10939.1|Ca_LG_4:36420360-36423786|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10940.1|Ca_LG_4:36472693-36474681|plus|,130,8,138,5,143,0,143,154,1603,85,4,1053,0,1415,0,84
Ca_10941.1|Ca_LG_4:36495825-36498710|minus|,88,126,73,67,191,141,183,149,163,313,164,99,54,69,62,3
Ca_10942.1|Ca_LG_4:36534612-36535703|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10943.1|Ca_LG_4:36536466-36537615|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10944.1|Ca_LG_4:36538797-36542418|plus|,194,236,163,0,332,0,455,181,245,876,0,63,0,22,0,0
Ca_10945.1|Ca_LG_4:36543579-36546292|minus|,9,132,12,33,13,14,28,6,54,11,58,7,0,2,2,0
Ca_10946.1|Ca_LG_4:36582856-36586550|plus|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10947.1|Ca_LG_4:36590902-36594680|minus|,55,130,43,53,66,70,65,50,90,188,101,71,8,27,17,6
Ca_10948.1|Ca_LG_4:36622262-36622480|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10949.1|Ca_LG_4:36634318-36636948|minus|,73,87,79,286,67,76,144,61,21,254,90,1,4,0,13,0
Ca_10950.1|Ca_LG_4:36658256-36661877|minus|,31,51,27,49,95,36,156,30,99,359,163,1,6,0,22,0
Ca_10951.1|Ca_LG_4:36693527-36703380|plus|,112,132,89,100,36,63,86,50,103,261,148,31,13,9,7,1
Ca_10952.1|Ca_LG_4:36726036-36728548|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10953.1|Ca_LG_4:36755893-36759213|minus|,31,22,23,68,11,19,25,9,19,39,26,0,0,0,0,0
Ca_10954.1|Ca_LG_4:36774406-36779427|plus|,91,117,69,89,19,22,55,18,50,117,64,3,0,0,0,0
Ca_10955.1|Ca_LG_4:36781039-36788021|plus|,13,71,9,22,15,17,68,13,38,197,64,3,0,0,1,0
Ca_10956.1|Ca_LG_4:36790057-36790635|minus|,15,22,24,33,25,14,15,14,30,45,24,15,6,7,14,0
Ca_10957.1|Ca_LG_4:36791981-36795505|plus|,47,69,32,77,62,57,66,19,42,162,63,19,8,5,9,0
Ca_10958.1|Ca_LG_4:36799114-36799419|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10959.1|Ca_LG_4:36803630-36804722|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10960.1|Ca_LG_4:36807113-36807469|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10961.1|Ca_LG_4:36809509-36812054|minus|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10962.1|Ca_LG_4:36820534-36825927|minus|,583,2078,527,936,2506,2059,3591,725,5024,6813,5273,2825,2,5,4,0
Ca_10963.1|Ca_LG_4:36843897-36845060|minus|,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Ca_10964.1|Ca_LG_4:36866880-36869645|minus|,100,112,84,141,123,169,171,123,146,335,148,64,21,17,19,4
Ca_10965.1|Ca_LG_4:36873407-36876701|minus|,59,149,67,51,0,10,11,4,3,1,13,0,0,0,0,0
Ca_10966.1|Ca_LG_4:36987237-36989266|minus|,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Ca_10967.1|Ca_LG_4:37005105-37013350|plus|,145,300,109,117,138,167,254,127,195,509,190,82,12,11,21,4
Ca_10968.1|Ca_LG_4:37074003-37081777|minus|,98,35,38,105,1851,1751,2249,4143,1063,151,552,1830,705,1013,486,91
Ca_10969.1|Ca_LG_4:37104980-37109857|plus|,87,85,54,62,34,45,47,12,45,135,65,11,0,0,0,0
Ca_10970.1|Ca_LG_4:37112912-37113535|minus|,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10971.1|Ca_LG_4:37133461-37135480|minus|,87,99,87,110,133,90,156,103,118,266,91,36,23,26,14,1
Ca_10972.1|Ca_LG_4:37155699-37157748|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10973.1|Ca_LG_4:37188177-37189481|plus|,81,179,76,99,112,250,174,125,203,412,201,117,19,143,106,20
Ca_10974.1|Ca_LG_4:37216988-37218815|minus|,114,221,100,150,69,131,112,27,89,173,88,8,3,1,4,0
Ca_10975.1|Ca_LG_4:37224443-37239277|minus|,70,150,50,75,26,49,98,39,101,280,144,11,2,0,4,0
Ca_10976.1|Ca_LG_4:37242466-37247498|minus|,1107,887,937,1089,334,406,437,284,675,1568,828,98,1,0,17,0
Ca_10977.1|Ca_LG_4:37251690-37252206|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10978.1|Ca_LG_4:37279562-37280107|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10979.1|Ca_LG_4:37292042-37293848|minus|,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ca_10980.1|Ca_LG_4:37322256-37325640|plus|,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10981.1|Ca_LG_4:37346937-37347163|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10982.1|Ca_LG_4:37356707-37357881|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10983.1|Ca_LG_4:37369600-37371063|minus|,142,168,114,196,39,40,47,31,171,157,56,13,0,0,5,0
Ca_10984.1|Ca_LG_4:37371618-37372072|plus|,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ca_10985.1|Ca_LG_4:37376313-37378170|plus|,55,38,36,0,8,0,0,2,31,0,0,30,0,24,0,3
Ca_10986.1|Ca_LG_4:37379065-37381062|minus|,63,63,52,63,72,41,51,51,58,72,63,26,12,26,26,1
Ca_10987.1|Ca_LG_4:37386403-37386798|plus|,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ca_10988.1|Ca_LG_4:37393274-37397132|minus|,0,0,1,2,0,0,0,0,0,21,0,4,0,0,0,0
Ca_10989.1|Ca_LG_4:37421088-37426403|plus|,203,325,180,228,74,113,158,81,117,343,133,61,3,9,9,0
Ca_10990.1|Ca_LG_4:37429856-37443097|plus|,59,108,72,19,23,11,13,8,72,53,28,14,2,37,0,0
Ca_10991.1|Ca_LG_4:37471430-37488724|minus|,349,281,364,28,11,28,43,19,363,119,49,73,0,19,0,0
Ca_10992.1|Ca_LG_4:37503102-37504772|minus|,647,94,569,1000,828,363,1412,692,325,1274,447,558,87,61,38,0
Ca_10993.1|Ca_LG_4:37535390-37537223|plus|,70,158,82,104,27,66,89,48,71,284,75,15,2,2,4,1
Ca_10994.1|Ca_LG_4:37558648-37559340|plus|,11,40,16,11,6,8,11,3,12,41,21,3,0,0,1,0
Ca_10995.1|Ca_LG_4:37563536-37565336|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_10996.1|Ca_LG_4:37567265-37569384|minus|,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ca_10997.1|Ca_LG_4:37612574-37618169|minus|,104,54,149,133,78,53,144,38,125,155,65,14,0,2,0,0
Ca_10998.1|Ca_LG_4:37628662-37630476|minus|,12,27,23,11,46,31,63,10,18,44,47,3,0,0,0,0
Ca_10998.2|Ca_LG_4:37628662-37630476|minus|,21,32,10,19,46,32,59,12,12,49,56,1,0,0,0,0
Ca_10999.1|Ca_LG_4:37682977-37685693|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11000.1|Ca_LG_4:37705125-37705789|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11001.1|Ca_LG_4:37718137-37722038|plus|,150,172,145,165,71,243,110,79,272,396,298,117,9,6,31,4
Ca_11002.1|Ca_LG_4:37732313-37738193|minus|,133,218,158,235,208,220,254,128,244,559,284,83,9,27,33,3
Ca_11003.1|Ca_LG_4:37783133-37783699|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11004.1|Ca_LG_4:37792327-37798677|plus|,91,199,79,63,13,33,53,17,64,70,55,21,0,0,2,0
Ca_11005.1|Ca_LG_4:37812958-37815650|plus|,530,897,297,444,457,642,646,223,622,719,749,295,2,22,38,3
Ca_11006.1|Ca_LG_4:37817267-37818836|plus|,16,13,7,26,12,26,27,3,7,53,53,3,2,0,2,0
Ca_11007.1|Ca_LG_4:37833111-37839823|minus|,811,4034,472,1149,18669,12927,18752,10221,4863,21275,15337,4495,9,10,23,4
Ca_11008.1|Ca_LG_4:37847500-37851904|plus|,258,480,165,330,969,905,1097,726,522,1598,875,318,37,30,57,2
Ca_11009.1|Ca_LG_4:37853156-37858760|minus|,125,67,64,90,119,128,288,204,158,476,185,54,120,141,162,5
Ca_11010.1|Ca_LG_4:37864965-37865924|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11011.1|Ca_LG_4:37931088-37937662|plus|,213,158,198,176,273,112,218,128,352,446,241,84,2,31,3,0
Ca_11012.1|Ca_LG_4:37964184-37964660|plus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11013.1|Ca_LG_4:37973120-37973582|plus|,10,25,13,16,5,2,14,3,13,29,11,4,0,0,0,0
Ca_11014.1|Ca_LG_4:37974589-37974820|plus|,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Ca_11015.1|Ca_LG_4:37991491-38001891|minus|,237,394,272,247,568,557,909,331,816,2120,964,242,69,157,122,16
Ca_11016.1|Ca_LG_4:38007164-38015262|minus|,901,913,742,1045,212,186,299,125,392,913,549,44,2,0,11,1
Ca_11017.1|Ca_LG_4:38020553-38024916|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11018.1|Ca_LG_4:38054628-38057855|plus|,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0
Ca_11019.1|Ca_LG_4:38058373-38062153|minus|,205,225,164,168,18,24,31,7,105,359,71,1,0,0,2,1
Ca_11020.1|Ca_LG_4:38115871-38119317|plus|,423,567,280,414,419,403,328,626,446,475,275,31,0,0,1,0
Ca_11021.1|Ca_LG_4:38124038-38134340|minus|,766,1087,652,809,1083,865,1218,789,1086,2454,1184,477,126,123,195,24
Ca_11022.1|Ca_LG_4:38144073-38148318|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11023.1|Ca_LG_4:38168802-38169254|minus|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_11024.1|Ca_LG_4:38201564-38204355|plus|,16,17,29,16,322,208,194,308,185,327,161,162,2,13,2,1
Ca_11025.1|Ca_LG_4:38206289-38215914|minus|,197,282,121,152,20,20,40,19,76,150,49,6,1,1,1,0
Ca_11026.1|Ca_LG_4:38233050-38233757|minus|,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
